example_id                                              | status  | run_time        |
------------------------------------------------------- | ------- | --------------- |
./spec/features/brands_management_spec.rb[1:1:1]        | passed  | 0.34141 seconds |
./spec/features/brands_management_spec.rb[1:1:2]        | passed  | 0.10875 seconds |
./spec/features/brands_management_spec.rb[1:1:3]        | passed  | 0.13825 seconds |
./spec/features/brands_management_spec.rb[1:1:4]        | passed  | 0.15712 seconds |
./spec/features/brands_management_spec.rb[1:1:5]        | pending | 0.01915 seconds |
./spec/features/brands_management_spec.rb[1:1:6]        | passed  | 0.04552 seconds |
./spec/features/brands_management_spec.rb[1:1:7]        | passed  | 0.03218 seconds |
./spec/features/brands_management_spec.rb[1:2:1]        | passed  | 0.11327 seconds |
./spec/features/brands_management_spec.rb[1:2:2]        | passed  | 0.01778 seconds |
./spec/features/brands_management_spec.rb[1:2:3]        | passed  | 0.01978 seconds |
./spec/features/brands_management_spec.rb[1:2:4]        | passed  | 0.01821 seconds |
./spec/features/business_idea_spec.rb[1:1:1]            | passed  | 0.03746 seconds |
./spec/features/business_idea_spec.rb[1:1:2]            | passed  | 0.02319 seconds |
./spec/features/business_idea_spec.rb[1:1:3]            | passed  | 0.12791 seconds |
./spec/features/business_idea_spec.rb[1:1:4]            | passed  | 0.09093 seconds |
./spec/features/business_idea_spec.rb[1:1:5]            | passed  | 0.08723 seconds |
./spec/features/business_idea_spec.rb[1:1:6]            | passed  | 0.04243 seconds |
./spec/features/business_idea_spec.rb[1:1:7]            | passed  | 0.0349 seconds  |
./spec/features/business_idea_spec.rb[1:1:8]            | passed  | 0.02387 seconds |
./spec/features/business_idea_spec.rb[1:2:1]            | passed  | 0.02694 seconds |
./spec/features/business_idea_spec.rb[1:2:2]            | passed  | 0.02204 seconds |
./spec/features/business_idea_spec.rb[1:2:3]            | passed  | 0.02254 seconds |
./spec/features/business_idea_spec.rb[1:2:4]            | passed  | 0.02491 seconds |
./spec/features/ideas_management_spec.rb[1:1:1]         | passed  | 0.05416 seconds |
./spec/features/ideas_management_spec.rb[1:1:2]         | passed  | 0.04976 seconds |
./spec/features/ideas_management_spec.rb[1:1:3]         | passed  | 0.03091 seconds |
./spec/features/ideas_management_spec.rb[1:1:4]         | passed  | 0.04106 seconds |
./spec/features/ideas_management_spec.rb[1:1:5]         | pending | 0.02128 seconds |
./spec/features/ideas_management_spec.rb[1:1:6]         | passed  | 0.02643 seconds |
./spec/features/ideas_management_spec.rb[1:1:7]         | passed  | 0.02092 seconds |
./spec/features/ideas_management_spec.rb[1:2:1]         | passed  | 0.01741 seconds |
./spec/features/ideas_management_spec.rb[1:2:2]         | passed  | 0.02366 seconds |
./spec/features/ideas_management_spec.rb[1:2:3]         | passed  | 0.01819 seconds |
./spec/features/ideas_management_spec.rb[1:2:4]         | passed  | 0.01744 seconds |
./spec/features/user_authentication_spec.rb[1:1]        | passed  | 0.03461 seconds |
./spec/helpers/articles_helper_spec.rb[1:1]             | pending | 0.00001 seconds |
./spec/helpers/brands_helper_spec.rb[1:1]               | pending | 0.00001 seconds |
./spec/helpers/business_ideas_helper_spec.rb[1:1]       | pending | 0.00001 seconds |
./spec/helpers/openai_suggestions_helper_spec.rb[1:1]   | pending | 0.00001 seconds |
./spec/helpers/pestel_analyses_helper_spec.rb[1:1]      | pending | 0.00001 seconds |
./spec/helpers/pestel_analyzes_helper_spec.rb[1:1]      | pending | 0.00001 seconds |
./spec/helpers/swot_analyses_helper_spec.rb[1:1]        | pending | 0.00001 seconds |
./spec/models/article_spec.rb[1:1]                      | pending | 0.00001 seconds |
./spec/models/brand_spec.rb[1:1]                        | pending | 0 seconds       |
./spec/models/business_idea_spec.rb[1:1]                | pending | 0.00001 seconds |
./spec/models/pestel_analysis_spec.rb[1:1]              | pending | 0.00001 seconds |
./spec/models/swot_analysis_spec.rb[1:1]                | pending | 0.00001 seconds |
./spec/models/user_spec.rb[1:1]                         | pending | 0.00001 seconds |
./spec/requests/articles_spec.rb[1:1:1]                 | pending | 0.00132 seconds |
./spec/requests/articles_spec.rb[1:2:1]                 | pending | 0.00055 seconds |
./spec/requests/articles_spec.rb[1:3:1]                 | passed  | 0.01439 seconds |
./spec/requests/articles_spec.rb[1:4:1]                 | pending | 0.0012 seconds  |
./spec/requests/articles_spec.rb[1:5:1:1]               | pending | 0.00281 seconds |
./spec/requests/articles_spec.rb[1:5:1:2]               | pending | 0.0006 seconds  |
./spec/requests/articles_spec.rb[1:5:2:1]               | pending | 0.00117 seconds |
./spec/requests/articles_spec.rb[1:5:2:2]               | pending | 0.00073 seconds |
./spec/requests/articles_spec.rb[1:6:1:1]               | pending | 0.00055 seconds |
./spec/requests/articles_spec.rb[1:6:1:2]               | pending | 0.00046 seconds |
./spec/requests/articles_spec.rb[1:6:2:1]               | pending | 0.00048 seconds |
./spec/requests/articles_spec.rb[1:7:1]                 | pending | 0.00052 seconds |
./spec/requests/articles_spec.rb[1:7:2]                 | pending | 0.00062 seconds |
./spec/requests/brands_spec.rb[1:1:1]                   | passed  | 0.016 seconds   |
./spec/requests/brands_spec.rb[1:2:1]                   | passed  | 0.01545 seconds |
./spec/requests/brands_spec.rb[1:2:2]                   | passed  | 0.00848 seconds |
./spec/requests/brands_spec.rb[1:3:1]                   | passed  | 0.01437 seconds |
./spec/requests/brands_spec.rb[1:4:1]                   | passed  | 0.02111 seconds |
./spec/requests/brands_spec.rb[1:5:1:1]                 | passed  | 0.00943 seconds |
./spec/requests/brands_spec.rb[1:5:1:2]                 | passed  | 0.00925 seconds |
./spec/requests/brands_spec.rb[1:5:2:1]                 | passed  | 0.01531 seconds |
./spec/requests/brands_spec.rb[1:5:2:2]                 | passed  | 0.01582 seconds |
./spec/requests/brands_spec.rb[1:6:1:1]                 | passed  | 0.01088 seconds |
./spec/requests/brands_spec.rb[1:6:1:2]                 | passed  | 0.01042 seconds |
./spec/requests/brands_spec.rb[1:6:2:1]                 | passed  | 0.0207 seconds  |
./spec/requests/brands_spec.rb[1:7:1]                   | passed  | 0.01239 seconds |
./spec/requests/brands_spec.rb[1:7:2]                   | passed  | 0.01194 seconds |
./spec/requests/business_ideas_spec.rb[1:1:1]           | pending | 0.00063 seconds |
./spec/requests/business_ideas_spec.rb[1:2:1]           | pending | 0.00052 seconds |
./spec/requests/business_ideas_spec.rb[1:3:1]           | passed  | 0.03674 seconds |
./spec/requests/business_ideas_spec.rb[1:4:1]           | pending | 0.00082 seconds |
./spec/requests/business_ideas_spec.rb[1:5:1:1]         | pending | 0.0013 seconds  |
./spec/requests/business_ideas_spec.rb[1:5:1:2]         | pending | 0.00078 seconds |
./spec/requests/business_ideas_spec.rb[1:5:2:1]         | pending | 0.00104 seconds |
./spec/requests/business_ideas_spec.rb[1:5:2:2]         | pending | 0.00056 seconds |
./spec/requests/business_ideas_spec.rb[1:6:1:1]         | pending | 0.00056 seconds |
./spec/requests/business_ideas_spec.rb[1:6:1:2]         | pending | 0.00058 seconds |
./spec/requests/business_ideas_spec.rb[1:6:2:1]         | pending | 0.00055 seconds |
./spec/requests/business_ideas_spec.rb[1:7:1]           | pending | 0.00051 seconds |
./spec/requests/business_ideas_spec.rb[1:7:2]           | pending | 0.00046 seconds |
./spec/requests/ideas_spec.rb[1:1:1:1]                  | passed  | 0.01588 seconds |
./spec/requests/ideas_spec.rb[1:1:2:1]                  | passed  | 0.01235 seconds |
./spec/requests/ideas_spec.rb[1:2:1]                    | passed  | 0.01513 seconds |
./spec/requests/ideas_spec.rb[1:2:2]                    | passed  | 0.01297 seconds |
./spec/requests/ideas_spec.rb[1:3:1]                    | passed  | 0.01453 seconds |
./spec/requests/ideas_spec.rb[1:3:2]                    | passed  | 0.01615 seconds |
./spec/requests/ideas_spec.rb[1:4:1]                    | passed  | 0.01486 seconds |
./spec/requests/ideas_spec.rb[1:4:2]                    | passed  | 0.01332 seconds |
